Data;Volume Útil Armazenado (%);Vazão Jusante (m³/s);Vazão Natural (m³/s)
19/03/2006;62,07123;2,81;41,74
20/03/2006;62,15247;2,81;43,705
21/03/2006;62,36851;3,23;62,237
22/03/2006;62,55516;3,31;57,914
23/03/2006;62,76252;3,32;58,808
24/03/2006;62,89735;3,32;51,018
25/03/2006;63,16722;3,31;67,77
26/03/2006;63,45547;3,31;68,507
27/03/2006;63,8165;3,31;75,183
28/03/2006;63,95069;3,3;52,067
29/03/2006;64,14395;3,3;58,188
30/03/2006;65,35548;2,78;169,406
31/03/2006;65,88148;2,51;94,578
01/04/2006;66,32016;2,52;85,343
02/04/2006;66,55416;2,52;61,691
03/04/2006;66,73872;2,52;54,676
04/04/2006;66,81528;2,52;44,322
05/04/2006;66,84585;2,52;39,186
06/04/2006;66,92097;2,52;44,151
07/04/2006;67,03402;2,52;47,332
08/04/2006;67,22776;2,52;57,591
09/04/2006;67,40443;2,52;53,759
10/04/2006;67,65005;2,52;61,48
11/04/2006;67,81499;2,52;54,402
12/04/2006;67,87383;2,52;42,712
13/04/2006;67,93859;2,52;42,843
14/04/2006;67,91236;2,9;33,231
15/04/2006;67,91887;3,02;36,265
16/04/2006;67,93681;3,02;35,43
17/04/2006;67,96392;3,02;36,065
18/04/2006;67,99393;3,02;39,701
19/04/2006;67,99163;3,02;35,325
20/04/2006;68,04612;3,02;43,102
21/04/2006;68,043;3,03;36,679
22/04/2006;67,98233;3,03;29,256
23/04/2006;68,0068;3,03;38,16
24/04/2006;68,01809;3,03;35,824
25/04/2006;67,99307;3,03;34,224
26/04/2006;67,96145;3,03;33,387
27/04/2006;67,94187;3,03;34,372
28/04/2006;67,90198;4,15;32,166
29/04/2006;67,87893;4,52;34,391
30/04/2006;67,79264;4,52;26,71
01/05/2006;67,73475;4,52;27,033
02/05/2006;67,66088;4,52;27,778
03/05/2006;67,56973;4,52;27,247
04/05/2006;67,43604;4,52;22,069
05/05/2006;67,3936;4,52;32,722
06/05/2006;67,28555;4,52;25,414
07/05/2006;67,20333;4,52;27,367
08/05/2006;67,14311;4,52;28,693
09/05/2006;67,06072;4,52;27,962
10/05/2006;66,94167;4,52;24,394
11/05/2006;66,84819;4,52;26,587
12/05/2006;66,75343;4,52;27,207
13/05/2006;66,66583;4,52;27,154
14/05/2006;66,58969;4,52;28,546
15/05/2006;66,50173;4,52;25,39
16/05/2006;66,42508;4,52;29,167
17/05/2006;66,27297;4,52;21,051
18/05/2006;66,20569;4,52;30,911
19/05/2006;66,09917;4,52;25,386
20/05/2006;65,96076;4,51;21,456
21/05/2006;65,88269;4,51;26,907
22/05/2006;65,79147;4,51;24,362
23/05/2006;65,75266;4,51;31,68
24/05/2006;65,77944;4,51;38,55
25/05/2006;65,75971;4,51;33,605
26/05/2006;65,72126;4,52;32,306
27/05/2006;65,65414;4,52;30,113
28/05/2006;65,53037;4,52;23,022
29/05/2006;65,48215;4,52;30,32
30/05/2006;65,375;4,53;25,458
31/05/2006;65,25845;5,27;24,188
01/06/2006;65,19106;5,52;30,634
02/06/2006;65,04218;5,52;20,793
03/06/2006;64,91357;5,51;23,916
04/06/2006;64,78164;5,5;21,791
05/06/2006;64,64557;5,5;20,367
06/06/2006;64,55648;5,49;27,371
07/06/2006;64,46972;5,51;28,026
08/06/2006;64,29883;5,52;17,857
09/06/2006;64,17776;5,52;23,814
10/06/2006;64,137;5,51;33,436
11/06/2006;63,99854;5,5;21,699
12/06/2006;63,84333;5,49;19,052
13/06/2006;63,69709;5,54;22,485
14/06/2006;63,63367;5,54;31,76
15/06/2006;63,47211;5,54;21,19
16/06/2006;63,25787;5,54;13,563
17/06/2006;63,12426;5,54;23,37
18/06/2006;62,9546;5,52;17,645
19/06/2006;62,89405;5,52;28,156
20/06/2006;62,75603;5,53;22,859
21/06/2006;62,58819;5,52;19,871
22/06/2006;62,42004;5,52;19,649
23/06/2006;62,20526;5,52;14,556
24/06/2006;62,04691;5,53;20,626
25/06/2006;61,8612;5,53;16,997
26/06/2006;61,70161;5,53;17,584
27/06/2006;61,88601;5,53;57,994
28/06/2006;61,76595;5,53;23,314
29/06/2006;61,67308;5,56;25,938
30/06/2006;61,52126;5,56;20,509
01/07/2006;61,34433;5,56;18,202
02/07/2006;61,17749;5,57;18,563
03/07/2006;61,0981;5,57;23,226
04/07/2006;60,93762;5,57;19,99
05/07/2006;60,79787;5,58;22,679
06/07/2006;60,62502;5,58;18,131
07/07/2006;60,45665;5,58;18,485
08/07/2006;60,29369;5,58;19,957
09/07/2006;60,11801;5,57;17,359
10/07/2006;60,03911;5,57;27,39
11/07/2006;60,32394;5,58;68,071
12/07/2006;60,21743;4,79;25,792
13/07/2006;60,02099;4,54;14,875
14/07/2006;59,84314;4,54;17,725
15/07/2006;59,64107;4,54;14,954
16/07/2006;59,57699;4,53;28,272
17/07/2006;59,43022;4,53;17,496
18/07/2006;59,20899;5,03;11,663
19/07/2006;59,07339;5,53;22,032
20/07/2006;58,88666;5,53;16,074
21/07/2006;58,71399;5,53;17,771
22/07/2006;58,5525;5,53;19,922
23/07/2006;58,38396;5,53;18,278
24/07/2006;58,27722;5,53;22,818
25/07/2006;58,07966;5,53;16,535
26/07/2006;57,91611;5,51;19,31
27/07/2006;57,70994;5,51;15,058
28/07/2006;57,5074;5,5;14,747
29/07/2006;57,44374;5,5;32,21
30/07/2006;57,39082;5,5;31,088
31/07/2006;57,4116;5,5;36,037
01/08/2006;57,43911;5,51;36,979
02/08/2006;57,36021;5,51;27,243
03/08/2006;57,27219;5,51;24,683
04/08/2006;57,21378;5,51;29,786
05/08/2006;57,03009;5,52;17,114
06/08/2006;56,89899;5,52;22,335
07/08/2006;56,76436;5,52;22,146
08/08/2006;56,53979;5,52;13,731
09/08/2006;56,34719;5,52;16,793
10/08/2006;56,1332;5,52;14,11
11/08/2006;55,90255;5,51;12,235
12/08/2006;55,67052;5,51;12,415
13/08/2006;55,44922;5,51;12,807
14/08/2006;55,18126;5,5;5,589
15/08/2006;55,04809;5,5;23,113
16/08/2006;54,8907;6,55;22,157
17/08/2006;54,65142;7,59;13,731
18/08/2006;54,40647;7,58;12,398
19/08/2006;54,1882;7,57;15,315
20/08/2006;53,97289;7,56;13,993
21/08/2006;53,81472;7,56;18,201
22/08/2006;53,56791;7,56;11,269
23/08/2006;53,33497;7,56;12,556
24/08/2006;53,1181;8,08;16,865
25/08/2006;52,91834;8,08;18,023
26/08/2006;52,73991;8,54;21,296
27/08/2006;52,59639;8,52;24,275
28/08/2006;52,36749;8,51;11,521
29/08/2006;52,08632;8,5;8,65
30/08/2006;51,86475;7,48;11,329
31/08/2006;51,57444;9,77;8,858
01/09/2006;51,29273;11,49;11,865
02/09/2006;51,13947;10,82;24,545
03/09/2006;51,1037;8,15;36,229
04/09/2006;51,0193;8,01;29,225
05/09/2006;50,88379;8,02;24,034
06/09/2006;50,65867;9,13;14,866
07/09/2006;50,40009;12,53;12,397
08/09/2006;50,13167;12,53;11,927
09/09/2006;49,87659;12,53;14,9
10/09/2006;49,6106;12,51;12,871
11/09/2006;49,33524;12,49;10,876
12/09/2006;49,03175;12,49;11,577
13/09/2006;48,75949;12,48;14,69
14/09/2006;48,456;12,48;11,382
15/09/2006;48,19651;12,52;16,374
16/09/2006;47,9459;12,52;17,643
17/09/2006;47,64875;12,54;9,634
18/09/2006;47,40844;12,51;14,091
19/09/2006;47,31972;12,51;33,902
20/09/2006;47,13945;9,72;21,484
21/09/2006;46,95416;8,02;19,211
22/09/2006;46,83112;8,04;26,204
23/09/2006;46,60076;8,02;14,096
24/09/2006;46,40239;8,04;16,461
25/09/2006;46,24977;8,04;17,934
26/09/2006;46,04509;8,03;15,023
27/09/2006;45,84253;8,01;15,524
28/09/2006;45,60235;8,02;12,569
29/09/2006;45,32735;8,01;10,405
30/09/2006;45,09622;8,01;13,593
01/10/2006;44,95344;8,01;21,383
02/10/2006;44,80817;8,0;20,372
03/10/2006;44,72492;8,0;31,61
04/10/2006;44,6025;8,0;27,035
05/10/2006;44,49479;8,0;29,349
06/10/2006;44,45554;8,0;36,493
07/10/2006;44,29922;8,0;23,21
08/10/2006;44,15954;8,0;23,078
09/10/2006;44,00036;8,0;19,474
10/10/2006;43,74741;8,0;11,803
11/10/2006;43,56409;8,0;18,589
12/10/2006;43,35228;8,0;17,23
13/10/2006;43,16538;8,0;14,668
14/10/2006;43,00819;8,0;20,401
15/10/2006;42,80551;7,96;15,006
16/10/2006;42,66192;7,93;21,338
17/10/2006;42,68565;7,93;42,721
18/10/2006;42,50498;7,93;18,117
19/10/2006;42,40944;7,94;27,867
20/10/2006;42,30573;7,94;25,894
21/10/2006;42,21171;7,93;29,395
22/10/2006;41,99801;7,95;15,593
23/10/2006;41,76539;7,94;12,14
24/10/2006;41,51026;8,0;11,203
25/10/2006;41,26242;8,03;12,528
26/10/2006;41,00019;8,01;11,348
27/10/2006;40,7195;8,53;10,393
28/10/2006;40,45932;10,05;13,516
29/10/2006;40,24159;10,04;17,574
30/10/2006;39,97642;10,04;10,914
31/10/2006;39,68506;10,04;11,392
01/11/2006;39,39057;10,29;10,564
02/11/2006;39,2389;11,05;24,273
03/11/2006;39,16541;11,06;32,545
04/11/2006;39,01652;7,28;21,744
05/11/2006;38,84523;6,04;18,368
06/11/2006;38,64285;6,01;12,312
07/11/2006;38,43322;6,04;14,197
08/11/2006;38,2025;6,04;11,012
09/11/2006;37,98431;7,04;13,566
10/11/2006;37,75111;8,04;13,48
11/11/2006;37,48001;8,78;9,308
12/11/2006;37,19719;9,01;7,802
13/11/2006;36,92299;9,65;7,984
14/11/2006;36,6901;10,0;15,57
15/11/2006;36,47637;10,0;17,69
16/11/2006;36,25713;10,0;16,411
17/11/2006;36,02634;10,0;16,521
18/11/2006;35,7643;10,0;13,903
19/11/2006;35,48023;9,99;9,474
20/11/2006;35,57391;10,0;48,753
21/11/2006;35,62426;7,75;44,866
22/11/2006;35,57656;7,02;33,963
23/11/2006;35,39729;5,89;18,576
24/11/2006;35,20233;5,52;17,159
25/11/2006;35,02948;5,51;19,479
26/11/2006;34,97771;5,53;31,464
27/11/2006;35,09121;5,53;48,55
28/11/2006;35,09948;4,03;38,703
29/11/2006;35,07319;3,14;33,83
30/11/2006;35,37534;3,01;71,208
01/12/2006;35,42753;3,01;41,336
02/12/2006;35,34234;3,02;26,033
03/12/2006;35,22925;3,02;22,391
04/12/2006;35,10452;3,02;19,965
05/12/2006;35,43299;3,02;71,735
06/12/2006;35,43812;3,02;35,109
07/12/2006;35,59414;3,02;50,693
08/12/2006;35,43441;3,01;16,28
09/12/2006;35,2946;3,01;20,025
10/12/2006;35,2039;3,01;22,953
11/12/2006;35,06116;3,01;16,397
12/12/2006;34,89916;3,01;17,137
13/12/2006;34,71601;3,01;13,203
14/12/2006;34,56782;4,01;19,617
15/12/2006;34,52276;5,0;32,79
16/12/2006;34,58523;5,0;44,507
17/12/2006;34,65001;4,33;43,663
18/12/2006;34,64926;4,0;34,462
19/12/2006;34,78246;4,01;52,487
20/12/2006;34,84035;4,01;42,297
21/12/2006;34,80618;3,63;32,019
22/12/2006;34,76758;3,5;31,954
23/12/2006;34,83913;3,5;44,27
24/12/2006;35,50426;3,5;108,19
25/12/2006;35,85139;3,5;72,318
26/12/2006;35,93771;3,5;41,934
27/12/2006;36,05388;3,52;49,889
28/12/2006;36,37974;3,54;71,897
29/12/2006;36,8384;3,14;87,483
30/12/2006;37,11854;3,0;64,971
31/12/2006;37,31966;3,0;52,7
01/01/2007;37,94058;3,0;99,597
02/01/2007;38,05718;3,0;41,871
03/01/2007;38,3255;3,0;63,679
04/01/2007;38,8556;3,02;92,91
05/01/2007;39,81743;2,75;142,24
06/01/2007;40,70926;2,53;133,366
07/01/2007;41,357;2,54;104,973
08/01/2007;42,1723;2,54;123,895
09/01/2007;42,6224;2,55;85,263
10/01/2007;43,0593;2,54;83,017
11/01/2007;43,37737;2,5;70,644
12/01/2007;43,51981;2,54;50,476
13/01/2007;43,66539;2,5;51,495
14/01/2007;44,17567;2,53;91,428
15/01/2007;44,2941;2,53;45,122
16/01/2007;44,31215;2,53;35,252
17/01/2007;44,29214;2,51;32,255
18/01/2007;44,61733;2,51;71,188
19/01/2007;45,41161;2,52;122,644
20/01/2007;45,83195;2,52;82,102
21/01/2007;46,34537;2,52;91,089
22/01/2007;46,90396;2,52;94,213
23/01/2007;47,1316;2,51;60,067
24/01/2007;47,38515;2,51;62,757
25/01/2007;47,48237;2,51;47,061
26/01/2007;47,7244;2,5;61,57
27/01/2007;48,07637;2,51;75,315
28/01/2007;48,33017;2,51;62,997
29/01/2007;48,73179;2,5;77,554
30/01/2007;49,00926;2,5;65,608
31/01/2007;49,30417;2,49;67,83
01/02/2007;49,4547;2,49;51,363
02/02/2007;49,67119;2,49;59,947
03/02/2007;49,68403;2,49;36,858
04/02/2007;49,66423;2,49;32,067
05/02/2007;49,67885;2,49;34,699
06/02/2007;49,66911;2,49;33,743
07/02/2007;49,7759;2,49;44,562
08/02/2007;49,89936;2,49;46,897
09/02/2007;50,27164;2,49;73,895
10/02/2007;50,51931;2,49;62,47
11/02/2007;50,5844;2,5;40,753
12/02/2007;50,75024;2,5;50,636
13/02/2007;50,91959;2,5;53,338
14/02/2007;50,88631;2,5;30,553
15/02/2007;50,83671;3,0;29,055
16/02/2007;50,81048;3,0;32,01
17/02/2007;50,91193;3,0;47,594
18/02/2007;50,90667;3,0;33,019
19/02/2007;50,92122;3,0;32,145
20/02/2007;50,97384;3,0;38,169
21/02/2007;51,08579;3,0;46,175
22/02/2007;51,02047;3,0;29,084
23/02/2007;50,95162;3,0;29,199
24/02/2007;50,83188;4,0;23,917
25/02/2007;50,73445;4,0;24,909
26/02/2007;50,60718;4,0;20,582
27/02/2007;50,79017;4,0;57,152
28/02/2007;50,76677;4,0;32,29
01/03/2007;50,72745;4,0;31,658
02/03/2007;50,62488;4,0;25,354
03/03/2007;50,50381;4,0;23,418
04/03/2007;50,35342;4,0;19,419
05/03/2007;50,29909;4,0;29,011
06/03/2007;50,17523;4,0;23,309
07/03/2007;50,06263;4,0;24,285
08/03/2007;49,92714;4,0;21,433
09/03/2007;49,81825;4,0;24,708
10/03/2007;49,67097;4,0;21,063
11/03/2007;49,53067;4,0;20,381
12/03/2007;49,55287;4,0;35,959
13/03/2007;49,56746;4,0;38,351
14/03/2007;49,48492;3,84;27,362
15/03/2007;49,55717;3,8;43,237
16/03/2007;49,43939;3,8;23,297
17/03/2007;49,60367;3,8;54,65
18/03/2007;49,55515;3,8;28,761
19/03/2007;49,85307;3,8;67,564
20/03/2007;50,25938;3,22;81,329
21/03/2007;50,36966;2,81;47,82
22/03/2007;50,59587;2,81;61,468
23/03/2007;50,7169;2,81;47,709
24/03/2007;50,72998;2,81;37,908
25/03/2007;50,80219;2,81;40,829
26/03/2007;50,8772;2,81;43,255
27/03/2007;50,78353;2,81;24,849
28/03/2007;50,70926;2,81;26,674
29/03/2007;50,64343;3,56;29,382
30/03/2007;50,55647;3,82;27,432
31/03/2007;50,42668;3,82;23,118
01/04/2007;50,33799;3,82;25,722
02/04/2007;50,20201;3,82;20,43
03/04/2007;50,0813;3,82;22,434
04/04/2007;49,94928;3,82;21,075
05/04/2007;49,80797;3,82;20,397
06/04/2007;49,67503;3,71;20,014
07/04/2007;49,59703;3,61;22,626
08/04/2007;50,00284;3,61;80,089
09/04/2007;50,30931;3,61;65,396
10/04/2007;50,46725;3,61;53,645
11/04/2007;50,43641;3,61;31,819
12/04/2007;50,37492;3,61;28,717
13/04/2007;50,28385;3,61;25,857
14/04/2007;50,27179;3,61;34,313
15/04/2007;50,27199;3,61;35,602
16/04/2007;50,19695;3,61;26,843
17/04/2007;50,04584;3,61;19,443
18/04/2007;49,87708;3,61;17,513
19/04/2007;49,75831;3,61;22,674
20/04/2007;49,69503;3,61;29,66
21/04/2007;49,57462;3,61;22,726
22/04/2007;49,54052;3,61;30,366
23/04/2007;49,64868;3,61;46,668
24/04/2007;49,64409;3,61;35,648
25/04/2007;49,56879;3,61;27,745
26/04/2007;49,45279;3,61;23,206
27/04/2007;49,34961;3,61;24,431
28/04/2007;49,33851;3,61;32,645
29/04/2007;49,33663;3,61;32,535
30/04/2007;49,2904;3,61;26,599
01/05/2007;49,15045;3,61;18,397
02/05/2007;49,04839;3,61;23,588
03/05/2007;48,8608;3,61;14,506
04/05/2007;48,78316;3,61;26,67
05/05/2007;48,6475;3,61;20,076
06/05/2007;48,51274;3,61;19,286
07/05/2007;48,39364;3,62;19,935
08/05/2007;48,23558;3,61;18,072
09/05/2007;48,0885;3,61;17,955
10/05/2007;47,94192;3,61;15,98
11/05/2007;47,87443;3,61;26,354
12/05/2007;47,734;3,62;18,869
13/05/2007;47,61028;3,62;21,079
14/05/2007;47,50947;3,62;22,636
15/05/2007;47,34053;3,62;16,504
16/05/2007;47,21789;3,62;22,457
17/05/2007;47,07837;3,62;20,726
18/05/2007;46,94317;3,62;21,542
19/05/2007;46,83234;3,62;24,843
20/05/2007;46,76242;3,62;25,991
21/05/2007;46,66134;3,62;21,897
22/05/2007;46,45337;3,62;12,77
23/05/2007;46,45998;3,62;34,43
24/05/2007;46,67339;3,62;57,452
25/05/2007;46,66952;2,86;32,961
26/05/2007;46,57737;2,6;23,284
27/05/2007;46,47456;2,6;21,611
28/05/2007;46,38168;2,6;21,101
29/05/2007;46,27203;2,6;21,921
30/05/2007;46,17947;2,6;21,88
31/05/2007;46,00374;2,98;12,874
01/06/2007;45,887;3,11;21,573
02/06/2007;45,77064;3,51;22,955
03/06/2007;45,99841;3,51;58,72
04/06/2007;46,19661;3,51;55,237
05/06/2007;46,22278;3,51;38,781
06/06/2007;46,14474;3,51;25,858
07/06/2007;46,09842;3,51;30,641
08/06/2007;46,03655;3,51;28,597
09/06/2007;45,91851;3,51;23,12
10/06/2007;45,81442;3,51;24,014
11/06/2007;45,71261;3,51;22,212
12/06/2007;45,56622;3,51;20,787
13/06/2007;45,40849;3,51;18,488
14/06/2007;45,26118;3,51;19,257
15/06/2007;45,0966;3,5;17,246
16/06/2007;44,93983;3,5;18,603
17/06/2007;44,82649;3,51;22,522
18/06/2007;44,72061;3,5;21,684
19/06/2007;44,55201;3,51;16,952
20/06/2007;44,38559;3,51;16,09
21/06/2007;44,27152;3,21;22,473
22/06/2007;44,09776;3,1;15,672
23/06/2007;43,92728;3,1;16,113
24/06/2007;43,79192;3,1;19,077
25/06/2007;43,64223;3,1;15,847
26/06/2007;43,49875;3,1;17,59
27/06/2007;43,34428;3,1;16,868
28/06/2007;43,17633;3,1;15,773
29/06/2007;43,10158;3,1;25,234
30/06/2007;42,98958;3,73;23,643
01/07/2007;42,77683;4,1;11,309
02/07/2007;42,60809;4,1;14,451
03/07/2007;42,44218;4,1;15,871
04/07/2007;42,26629;4,1;14,342
05/07/2007;42,0704;4,1;11,658
06/07/2007;41,9363;4,1;19,512
07/07/2007;41,73278;4,1;13,073
08/07/2007;41,57963;4,1;16,475
09/07/2007;41,46008;4,1;17,787
10/07/2007;41,30741;4,1;17,759
11/07/2007;41,09935;4,1;12,951
12/07/2007;40,92339;4,1;13,908
13/07/2007;40,74062;4,1;11,638
14/07/2007;40,57758;4,1;16,18
15/07/2007;40,43432;4,1;17,361
16/07/2007;40,34382;4,1;19,924
17/07/2007;40,53992;4,1;53,381
18/07/2007;40,82024;2,86;61,705
19/07/2007;41,03847;2,62;54,879
20/07/2007;41,0456;2,62;34,035
21/07/2007;41,00679;2,62;29,0
22/07/2007;40,8874;2,62;18,692
23/07/2007;40,6938;2,62;8,34
24/07/2007;40,9425;2,62;57,842
25/07/2007;41,52714;2,62;95,58
26/07/2007;42,41264;2,22;129,913
27/07/2007;43,0516;2,12;103,711
28/07/2007;43,45066;2,12;76,88
29/07/2007;43,54527;2,15;39,028
30/07/2007;43,58412;2,15;32,376
31/07/2007;43,53393;2,15;27,332
01/08/2007;43,49013;2,15;26,529
02/08/2007;43,44362;2,15;27,382
03/08/2007;43,37455;2,15;25,411
04/08/2007;43,31655;2,15;27,105
05/08/2007;43,2392;2,15;22,647
06/08/2007;43,16422;2,15;19,39
07/08/2007;43,03516;2,15;18,798
08/08/2007;42,9564;2,14;25,636
09/08/2007;42,8651;2,14;22,744
10/08/2007;42,70025;2,38;15,176
11/08/2007;42,58372;2,62;21,602
12/08/2007;42,46755;2,62;18,204
13/08/2007;42,34195;2,62;14,473
14/08/2007;42,22381;2,62;19,978
15/08/2007;42,07577;2,62;16,869
16/08/2007;41,94995;3,38;19,975
17/08/2007;41,81512;3,62;19,714
18/08/2007;41,72655;3,62;24,955
19/08/2007;41,69334;3,62;15,022
20/08/2007;41,5429;3,62;17,958
21/08/2007;41,34382;3,62;12,983
22/08/2007;41,18626;3,99;15,228
23/08/2007;41,00409;4,19;12,347
24/08/2007;40,85268;4,11;16,907
25/08/2007;40,67929;4,11;15,045
26/08/2007;40,51016;4,11;15,263
27/08/2007;40,3464;4,11;13,19
28/08/2007;40,22925;4,11;20,821
29/08/2007;40,0962;4,09;15,634
30/08/2007;39,97888;4,6;19,034
31/08/2007;39,83208;5,1;15,97
01/09/2007;39,61059;5,1;11,185
02/09/2007;39,41517;5,1;14,1
03/09/2007;39,32423;5,1;23,95
04/09/2007;39,33659;5,1;37,162
05/09/2007;39,19714;5,1;20,198
06/09/2007;39,05125;5,1;19,602
07/09/2007;38,85428;5,1;13,244
08/09/2007;38,72438;5,1;18,491
09/09/2007;38,56965;5,1;14,936
10/09/2007;38,40598;5,1;12,398
11/09/2007;38,24278;5,1;17,479
12/09/2007;38,05062;5,1;13,696
13/09/2007;37,81241;6,24;8,916
14/09/2007;37,59978;6,63;13,269
15/09/2007;37,36135;6,63;10,268
16/09/2007;37,12967;6,63;10,813
17/09/2007;36,92955;7,13;11,889
18/09/2007;36,71854;7,91;12,585
19/09/2007;36,46646;8,1;9,03
20/09/2007;36,21866;8,1;10,008
21/09/2007;35,97087;8,1;11,895
22/09/2007;35,74056;8,1;12,025
23/09/2007;35,49391;8,1;11,798
24/09/2007;35,26242;8,1;11,265
25/09/2007;35,01853;8,1;9,67
26/09/2007;34,78467;8,1;8,999
27/09/2007;34,56981;8,1;12,988
28/09/2007;34,30501;8,09;7,675
29/09/2007;34,08694;8,09;13,71
30/09/2007;33,9011;8,09;14,578
01/10/2007;33,67726;8,09;10,556
02/10/2007;33,44528;8,09;13,505
03/10/2007;33,20444;8,09;12,185
04/10/2007;32,90703;9,97;7,115
05/10/2007;32,6073;10,6;6,494
06/10/2007;32,33085;10,6;10,34
07/10/2007;32,05575;10,6;10,189
08/10/2007;31,76515;10,6;5,588
09/10/2007;31,47814;10,6;8,4
10/10/2007;31,21219;10,6;10,905
11/10/2007;30,92501;10,6;8,837
12/10/2007;30,67349;10,6;13,426
13/10/2007;30,39014;10,6;8,797
14/10/2007;30,13467;10,6;10,635
15/10/2007;29,97402;10,6;19,418
16/10/2007;29,8249;10,6;23,858
17/10/2007;29,61623;10,6;17,574
18/10/2007;29,36573;10,6;12,726
19/10/2007;29,17172;10,6;18,888
20/10/2007;28,95497;10,6;15,083
21/10/2007;28,66681;10,6;8,641
22/10/2007;28,52747;10,6;23,075
23/10/2007;28,29337;10,6;14,364
24/10/2007;28,07887;10,6;14,638
25/10/2007;28,32407;8,12;62,719
26/10/2007;28,51897;4,56;55,709
27/10/2007;28,49369;3,6;32,05
28/10/2007;28,44457;3,6;27,739
29/10/2007;28,31134;3,6;17,239
30/10/2007;28,11656;3,6;14,111
31/10/2007;27,93823;3,6;14,939
01/11/2007;27,81666;4,61;21,838
02/11/2007;28,08808;4,78;66,578
03/11/2007;28,45429;3,11;74,512
04/11/2007;29,08154;3,11;101,729
05/11/2007;29,94931;3,12;126,629
06/11/2007;30,31928;2,48;73,726
07/11/2007;30,47891;2,12;50,08
08/11/2007;30,51474;2,1;36,281
09/11/2007;30,86528;2,12;72,948
10/11/2007;30,94493;2,12;42,52
11/11/2007;31,25746;2,12;68,429
12/11/2007;31,55396;2,11;63,63
13/11/2007;31,62419;2,11;38,567
14/11/2007;31,68721;2,11;37,867
15/11/2007;31,76558;2,11;40,597
16/11/2007;31,8126;2,11;32,924
17/11/2007;31,90882;2,11;41,26
18/11/2007;31,94653;3,24;35,186
19/11/2007;31,89035;3,6;25,26
20/11/2007;32,29468;3,61;78,618
21/11/2007;32,31207;3,61;34,371
22/11/2007;32,29186;3,61;31,333
23/11/2007;32,13174;3,61;15,036
24/11/2007;32,01979;3,61;22,437
25/11/2007;31,92219;3,59;23,358
26/11/2007;31,82199;3,6;21,12
27/11/2007;31,88675;3,6;41,884
28/11/2007;31,88614;3,6;33,287
29/11/2007;31,82597;3,6;27,989
30/11/2007;31,70385;3,6;21,206
01/12/2007;31,52612;3,6;14,637
02/12/2007;31,3713;3,6;15,553
03/12/2007;31,25148;4,51;20,049
04/12/2007;31,04216;5,86;13,747
05/12/2007;30,88023;6,61;20,087
06/12/2007;30,72416;6,61;18,792
07/12/2007;30,92908;5,98;58,692
08/12/2007;31,17861;3,99;61,059
09/12/2007;31,14692;3,6;31,547
10/12/2007;31,18095;3,6;38,161
11/12/2007;31,15942;3,6;32,062
12/12/2007;31,14485;3,6;33,423
13/12/2007;31,28742;3,6;48,018
14/12/2007;31,3567;3,6;40,796
15/12/2007;31,43988;3,6;43,253
16/12/2007;31,45368;3,6;35,648
17/12/2007;31,51715;3,6;39,436
18/12/2007;31,50592;3,6;33,3
19/12/2007;31,4375;3,6;27,428
20/12/2007;31,91278;2,85;84,578
21/12/2007;32,20308;2,1;64,334
22/12/2007;32,53213;2,1;68,886
23/12/2007;32,74508;2,1;56,252
24/12/2007;32,85161;2,1;43,335
25/12/2007;32,84027;2,1;31,915
26/12/2007;32,94821;2,1;41,19
27/12/2007;32,89385;2,1;28,189
28/12/2007;32,83394;2,1;27,602
29/12/2007;32,71768;2,74;21,282
30/12/2007;32,63703;3,1;22,995
31/12/2007;32,5863;3,1;26,894
01/01/2008;32,50357;3,1;22,331
02/01/2008;32,41227;3,1;18,788
03/01/2008;32,31133;3,81;21,124
04/01/2008;32,28221;4,6;30,726
05/01/2008;32,19506;3,92;24,028
06/01/2008;32,28477;3,01;40,549
07/01/2008;32,32998;2,1;34,61
08/01/2008;32,3868;2,1;38,886
09/01/2008;32,323;2,1;24,676
10/01/2008;32,27487;2,1;27,138
11/01/2008;32,19063;2,1;24,383
12/01/2008;32,0649;2,1;20,494
13/01/2008;32,20331;2,1;47,588
14/01/2008;32,34588;2,1;45,051
15/01/2008;32,57391;2,1;56,269
16/01/2008;32,60373;1,76;34,847
17/01/2008;32,59098;1,61;29,987
18/01/2008;32,82578;1,61;55,949
19/01/2008;33,20764;1,49;75,701
20/01/2008;33,71066;1,41;87,327
21/01/2008;34,33441;1,41;98,172
22/01/2008;34,67908;1,41;70,474
23/01/2008;34,93216;1,41;59,687
24/01/2008;35,02379;1,41;42,695
25/01/2008;35,11867;1,41;42,954
26/01/2008;35,21253;1,41;40,244
27/01/2008;35,22856;1,41;31,521
28/01/2008;35,28552;1,41;35,224
29/01/2008;35,3376;1,41;37,229
30/01/2008;36,20111;1,41;125,529
31/01/2008;36,92966;1,41;114,094
01/02/2008;37,43351;1,41;88,957
02/02/2008;37,7075;1,41;63,878
03/02/2008;38,12902;1,41;79,541
04/02/2008;38,53593;1,41;74,403
05/02/2008;38,92996;1,41;72,352
06/02/2008;39,16388;1,41;54,759
07/02/2008;39,36555;1,41;53,887
08/02/2008;39,69082;1,41;67,344
09/02/2008;39,80752;1,41;45,915
10/02/2008;39,98183;1,41;52,22
11/02/2008;40,0516;1,41;38,351
12/02/2008;40,07968;1,42;35,463
13/02/2008;40,37852;1,42;66,593
14/02/2008;40,62327;1,42;61,609
