Data;Chuva (mm);Volume Útil Armazenado (%);Volume Útil Armazenado (hm³);Volume Total Armazenado (hm³);Vazão Captada (m³/s);Vazão Produzida (m³/s);Vazão Jusante (m³/s);Vazão Natural (m³/s);Vazão Afluente (m³/s);Variação do Volume Útil (%);Chuva Acumulada no Mês (mm);Chuva Média Historica (mm);Vazão Jusante no mês (m³/s);Vazão Jusante Média Histórica (m³/s);Vazão Natural no Mês (m³/s);Vazão Natural Media Historica (m³/s);Vazão Produzida no Mês (m³/s);Vazão Retirada no Mês (m³/s)
05/04/2014;0,1;13,04883;128,14889;639,55756;27,25395;26,41497;3,2;13,576;13,576;-0,13074;20,625;89,495;3,2;10,2191;19,906;48,88;26,76266;27,35126
06/04/2014;0,05;12,96712;127,34646;638,75512;26,28236;25,53097;3,2;20,731;20,731;-0,08171;20,675;89,495;3,2;10,2191;20,044;48,88;26,55738;27,17311
07/04/2014;0,0;12,85108;126,20684;637,61551;27,3829;26,39143;3,2;15,379;15,379;-0,11604;20,675;89,495;3,2;10,2191;19,377;48,88;26,53367;27,20308
08/04/2014;0,0;12,69112;124,63589;636,04456;26,96283;25,79762;3,2;11,673;11,673;-0,15996;20,675;89,495;3,2;10,2191;18,414;48,88;26,44167;27,17305
09/04/2014;0,05;12,51256;122,88234;634,29101;27,08685;25,80375;3,2;9,149;9,149;-0,17856;20,725;89,495;3,2;10,2191;17,385;48,88;26,37079;27,16347
10/04/2014;0,05;12,35718;121,35637;632,76504;27,19889;25,84975;3,2;11,805;11,805;-0,15538;20,775;89,495;3,2;10,2191;16,827;48,88;26,31868;27,16702
11/04/2014;0,0;12,20816;119,8929;631,30157;28,19766;26,73612;3,2;12,698;12,698;-0,14902;20,775;89,495;3,2;10,2191;16,452;48,88;26,35663;27,26071
12/04/2014;0,45;12,01175;117,96406;629,37272;27,14958;25,89163;3,2;8,003;8,003;-0,19641;21,225;89,495;3,2;10,2191;15,748;48,88;26,31788;27,25145
13/04/2014;34,3;12,14453;119,26799;630,67666;24,6879;24,08802;3,2;43,711;43,711;0,13277;55,525;89,495;3,2;10,2191;17,899;48,88;26,14635;27,05425
14/04/2014;0,0;12,13605;119,18472;630,59339;25,79926;25,29256;2,71;24,231;24,231;-0,00848;55,525;89,495;3,165;10,2191;18,351;48,88;26,08537;26,96461
15/04/2014;0,95;11,96845;117,53883;628,9475;24,55473;24,05343;3,2;7,674;7,674;-0,16759;56,475;89,495;3,16733;10,2191;17,639;48,88;25,94991;26,80395
16/04/2014;27,1;12,26611;120,46207;631,87074;26,07748;25,83558;2,22;58,294;58,294;0,29766;83,575;89,495;3,10813;10,2191;20,18;48,88;25,94276;26,75855
17/04/2014;0,0;12,23923;120,19805;631,60672;26,97455;26,16505;1,95;23,825;23,825;-0,02688;83,575;89,495;3,04;10,2191;20,394;48,88;25,95584;26,77125
18/04/2014;0,0;12,17276;119,54531;630,95398;25,33038;24,79101;2,67;20,87;20,87;-0,06647;83,575;89,495;3,01944;10,2191;20,421;48,88;25,89112;26,69121
19/04/2014;0,0;12,1388;119,21174;630,62041;24,3492;24,02071;3,2;22,695;22,695;-0,03397;83,575;89,495;3,02895;10,2191;20,541;48,88;25,79268;26,56794
20/04/2014;0,35;12,06278;118,46521;629,87388;22,36718;21,5815;3,2;16,031;16,031;-0,07602;83,925;89,495;3,0375;10,2191;20,315;48,88;25,58212;26,3579
21/04/2014;0,05;11,98974;117,74783;629,1565;24,38606;23,52384;3,2;16,082;16,082;-0,07305;83,975;89,495;3,04524;10,2191;20,113;48,88;25,48411;26,26401
22/04/2014;0,0;11,85721;116,44634;627,85501;26,50509;25,74468;3,2;11,04;11,04;-0,13252;83,975;89,495;3,05227;10,2191;19,701;48,88;25,49595;26,27496
23/04/2014;0,0;11,71543;115,05396;626,46263;26,23132;25,78753;3,2;11,73;11,73;-0,14178;83,975;89,495;3,0587;10,2191;19,354;48,88;25,50863;26,27307
24/04/2014;1,55;11,59494;113,87067;625,27934;25,36591;25,16158;3,2;13,905;13,905;-0,12049;85,525;89,495;3,06458;10,2191;19,127;48,88;25,49417;26,23527
25/04/2014;0,05;11,43983;112,34736;623,75603;26,34831;25,42275;3,2;9,278;9,278;-0,15511;85,575;89,495;3,07;10,2191;18,733;48,88;25,49131;26,23979
26/04/2014;0,1;11,27345;110,71336;622,12203;25,16554;24,39013;3,2;8,878;8,878;-0,16638;85,675;89,495;3,075;10,2191;18,354;48,88;25,44896;26,19847
27/04/2014;0,0;11,14607;109,46245;620,87112;24,11152;23,10541;3,2;11,548;11,548;-0,12737;85,675;89,495;3,07963;10,2191;18,102;48,88;25,36216;26,12118
28/04/2014;0,0;11,0101;108,12708;619,53575;24,05175;23,78079;3,2;9,849;9,849;-0,13597;85,675;89,495;3,08393;10,2191;17,808;48,88;25,30568;26,04727
29/04/2014;0,0;10,86173;106,67004;618,07871;24,20831;24,28624;3,2;10,284;10,284;-0,14836;85,675;89,495;3,08793;10,2191;17,548;48,88;25,27053;25,98386
30/04/2014;0,0;10,69565;105,03901;616,44767;23,37756;23,05488;3,2;8,222;8,222;-0,16608;85,675;89,495;3,09167;10,2191;17,237;48,88;25,19668;25,89698
01/05/2014;0,0;10,54396;103,54926;614,95793;22,42961;22,39484;3,2;8,651;8,651;-0,15169;0,0;80,87898;3,2;9,14965;8,651;39,03;22,39484;22,42961
02/05/2014;0,0;10,40653;102,19964;613,60831;23,57815;23,58877;3,2;9,579;9,579;-0,13743;0,0;80,87898;3,2;9,14965;9,115;39,03;22,99181;23,00388
03/05/2014;0,0;10,2651;100,81071;612,21938;23,09426;23,09396;3,2;10,771;10,771;-0,14143;0,0;80,87898;3,2;9,14965;9,667;39,03;23,02586;23,03401
04/05/2014;0,0;10,11892;99,37508;610,78375;22,20965;22,16949;3,2;9,514;9,514;-0,14618;0,0;80,87898;3,2;9,14965;9,629;39,03;22,81177;22,82792
05/05/2014;0,0;9,95653;97,78026;609,18893;24,00431;23,94679;3,2;6,514;6,514;-0,16239;0,0;80,87898;3,2;9,14965;9,006;39,03;23,03877;23,0632
06/05/2014;0,1;9,76597;95,90889;607,31756;24,14569;23,73769;3,2;7,058;7,058;-0,19055;0,1;80,87898;3,2;9,14965;8,681;39,03;23,15526;23,24361
07/05/2014;0,05;9,60335;94,31182;605,72049;23,85084;23,84551;3,2;10,243;10,243;-0,16262;0,15;80,87898;3,2;9,14965;8,904;39,03;23,25386;23,33036
08/05/2014;0,0;9,41524;92,46442;603,87309;24,28337;24,11393;3,2;7,007;7,007;-0,18811;0,15;80,87898;3,2;9,14965;8,667;39,03;23,36137;23,44949
09/05/2014;0,1;9,23813;90,72504;602,13371;23,74749;23,79928;3,2;8,288;8,288;-0,17711;0,25;80,87898;3,2;9,14965;8,625;39,03;23,41003;23,4826
10/05/2014;0,0;9,08513;89,22248;600,63115;23,424;23,43138;3,2;9,607;9,607;-0,153;0,25;80,87898;3,2;9,14965;8,723;39,03;23,41216;23,47674
11/05/2014;0,35;8,90982;87,50085;598,90952;20,88622;20,87463;3,2;5,75;5,75;-0,17531;0,6;80,87898;3,2;9,14965;8,453;39,03;23,18148;23,24124
12/05/2014;0,0;8,79082;86,33222;597,74089;22,56398;22,48061;3,2;9,009;9,009;-0,119;0,6;80,87898;3,2;9,14965;8,499;39,03;23,12307;23,1848
13/05/2014;0,0;8,57406;84,2034;595,61207;22,93054;23,00457;3,2;2,715;2,715;-0,21677;0,6;80,87898;3,2;9,14965;8,054;39,03;23,11396;23,16524
14/05/2014;0,1;8,39764;82,47088;593,87955;23,52166;23,55646;3,2;6,524;6,524;-0,17641;0,7;80,87898;3,2;9,14965;7,945;39,03;23,14557;23,1907
15/05/2014;0,0;8,21252;80,6529;592,06157;23,5887;23,61582;3,2;6,191;6,191;-0,18512;0,7;80,87898;3,2;9,14965;7,828;39,03;23,17692;23,21723
16/05/2014;0,0;8,08309;79,38178;590,79045;23,74467;23,77662;3,2;12,916;12,916;-0,12943;0,7;80,87898;3,2;9,14965;8,146;39,03;23,2144;23,2502
17/05/2014;0,0;7,92392;77,81859;589,22726;23,47566;23,49802;3,2;9,505;9,505;-0,15917;0,7;80,87898;3,2;9,14965;8,226;39,03;23,23108;23,26346
18/05/2014;0,0;7,80212;76,62247;588,03114;21,69533;21,53376;3,2;13,149;13,149;-0,1218;0,7;80,87898;3,2;9,14965;8,5;39,03;23,13679;23,17634
19/05/2014;9,9;7,72619;75,87676;587,28543;23,05208;22,77319;3,2;16,105;16,105;-0,07593;10,6;80,87898;3,2;9,14965;8,9;39,03;23,11765;23,1698
20/05/2014;0,2;7,6067;74,70326;586,11193;22,52076;22,53206;3,13;12,593;12,593;-0,11949;10,8;80,87898;3,1965;9,14965;9,084;39,03;23,08837;23,13735
21/05/2014;0,0;7,43293;72,99672;584,40539;22,48729;22,51803;3,1;6,056;6,056;-0,17377;10,8;80,87898;3,1919;9,14965;8,94;39,03;23,06121;23,10639
22/05/2014;0,0;7,23779;71,08033;582,489;22,80995;22,7823;3,1;4,084;4,084;-0,19514;10,8;80,87898;3,18773;9,14965;8,72;39,03;23,04853;23,09292
23/05/2014;13,4;7,15391;70,2565;581,66517;22,59192;22,56794;3,1;16,39;16,39;-0,08389;24,2;80,87898;3,18391;9,14965;9,053;39,03;23,02764;23,07114
24/05/2014;6,95;7,07403;69,47209;580,88076;20,3701;20,32591;3,1;16,888;16,888;-0,07987;31,15;80,87898;3,18042;9,14965;9,379;39,03;22,91507;22,95859
25/05/2014;0,5;6,9976;68,72151;580,13018;19,43401;19,40406;3,1;14,911;14,911;-0,07643;31,65;80,87898;3,1772;9,14965;9,601;39,03;22,77462;22,81761
26/05/2014;2,8;6,9014;67,77671;579,18538;21,9881;21,9871;3,1;12,135;12,135;-0,09621;34,45;80,87898;3,17423;9,14965;9,698;39,03;22,74434;22,78571
27/05/2014;2,75;6,79549;66,73664;578,14531;23,13992;22,71372;3,1;13,742;13,742;-0,10591;37,2;80,87898;3,17148;9,14965;9,848;39,03;22,7432;22,79882
